	genotypesgApc_names	genotypesgApc_logfoldchanges	genotypesgApc_pvals_adj	genotypesgApc_percent_expressed	genotypesgLkb1_names	genotypesgLkb1_logfoldchanges	genotypesgLkb1_pvals_adj	genotypesgLkb1_percent_expressed	genotypesgNT_names	genotypesgNT_logfoldchanges	genotypesgNT_pvals_adj	genotypesgNT_percent_expressed
3534	Srf	-0.32588887	0.08901642260842463	0.084337346	Maz	0.59206456	1.1269571702724398e-17	0.31975037	Klf16	-0.6211201	3.469473048594951e-12	0.10587355
3535	Flnb	-0.18430498	0.08901135216397821	0.29277107	Dnajc1	0.55760163	1.1613014933543809e-17	0.36086637	Eftud1	-0.7169186	3.4157018752489543e-12	0.07444818
3536	Ppia	-0.06584737	0.08896987104132639	0.9855422	Ak6	0.41429582	1.220513629095281e-17	0.55280226	Alkbh3	-0.5939868	3.319531018573002e-12	0.11747101
3537	Pdcd5	-0.13909218	0.08866822442326629	0.49156627	Foxp4	0.5290148	1.2193607688531003e-17	0.4069383	Creb1	-0.745973	3.2853320741588842e-12	0.071081184
3538	Gramd3	-0.44424355	0.08820568934279448	0.044578314	Zcchc6	0.6290613	1.2449278753248486e-17	0.29105482	Bcl9l	-0.88466847	3.2421214373230956e-12	0.04863449
3539	Csnk2a1	-0.15484135	0.08817766540246004	0.4	Zfp64	0.6148351	1.2489011143053646e-17	0.28897455	Spry4	-0.7810891	3.2219565300424875e-12	0.06023195
3540	Ggps1	-0.35058448	0.08788706477677811	0.071084335	Trappc5	0.48235905	1.2735154045625606e-17	0.45099118	Btbd3	-0.6805392	3.222930434721732e-12	0.08342686
3541	Snx14	-0.38658845	0.08736508686662009	0.060240965	Vps29	0.3686616	1.305433251954477e-17	0.65791726	Dcaf13	-0.574358	2.962904561614427e-12	0.13019079
3542	Ing4	-0.22324978	0.08732879227962755	0.19638555	Slc38a2	0.39963838	1.360007250672073e-17	0.6091532	Map2k3	-0.36615753	2.9849755190363322e-12	0.32659933
3543	Rad54l2	-0.44161353	0.0872140074016986	0.042168673	Basp1	0.27076572	1.4826983620885064e-17	0.92933184	Gmpr2	-0.68180084	2.949478287829438e-12	0.092405535
3544	Wbp1	-0.20834792	0.0872140074016986	0.22650602	Dohh	0.4151821	1.4808719473556513e-17	0.55690163	Daam1	-0.7481513	2.8891887984896387e-12	0.07332585
3545	Sf3a1	-0.28006932	0.08706041877914124	0.12289157	Rbfa	0.54043454	1.461598780430342e-17	0.34434655	Ppm1m	-0.77270746	2.898753777072226e-12	0.06397306
3546	Rnf187	-0.17447208	0.08692825611256798	0.32048193	Gabpa	0.77864945	1.476988873537004e-17	0.18447137	Atpaf1	-0.9193176	2.7624627570819313e-12	0.047138046
3547	Stam2	-0.2586158	0.08679401502434118	0.15421687	Cluap1	0.9066662	1.4743187714348027e-17	0.1380323	Mbtps1	-0.6228027	2.793751097638552e-12	0.10849233
3548	Apba3	-0.38775888	0.08679401502434118	0.060240965	Eva1a	0.49088547	1.5994713684994925e-17	0.4438938	Ate1	-0.7612705	2.751769955779907e-12	0.066591844
3549	Spen	-0.32029712	0.08664302402940795	0.091566265	Shoc2	0.5677161	1.617834220110939e-17	0.35529858	Sap30l	-0.56522673	2.724876115114251e-12	0.13093902
3550	Gyg	-0.3068964	0.0864410042041084	0.106024094	Ralgds	0.55379975	1.622070400715926e-17	0.3675967	Csnk1g1	-0.7387948	2.629564433746297e-12	0.074074075
3551	Edem1	-0.23929709	0.08623720698981405	0.16746987	Piga	0.835537	1.6103924595629128e-17	0.1708884	Tnnt2	-0.48854637	2.6125035572564186e-12	0.17695473
3552	Pfdn2	-0.11368425	0.08576777444176278	0.6879518	Nufip1	0.7027198	1.6819988350857303e-17	0.22044787	Cds1	-1.0477301	2.5760863655045434e-12	0.027684249
3553	Creb1	-0.34842983	0.08531545594666913	0.07349397	Fxr1	0.4437012	1.7655533995204e-17	0.5068527	Exoc1	-0.7473116	2.573735688257295e-12	0.07220352
3554	Gm42835	-0.4308502	0.08505629517934098	0.045783132	Higd1a	0.32586983	1.787782917022689e-17	0.78340673	A230046K03Rik	-0.8184535	2.5096249033750673e-12	0.059483726
3555	Bod1	-0.20931016	0.08489610172105887	0.22289157	Ilkap	0.48200205	1.8947374512524124e-17	0.43214634	Fnip1	-0.6714126	2.4965148112404977e-12	0.092405535
3556	Dph6	-0.3361256	0.0848371278346229	0.084337346	Cpq	0.78591704	1.8723874759529032e-17	0.17615026	Trnt1	-0.5287734	2.4633814678072647e-12	0.15263748
3557	Cops6	-0.13897309	0.0847712092508664	0.5108434	Ivns1abp	0.45118925	1.935162584071063e-17	0.48923153	Crat	-0.79297674	2.3771597372742784e-12	0.06359895
3558	Mtif3	-0.40099958	0.08476431438544461	0.056626506	Fam60a	0.5088256	2.0469522134545526e-17	0.4038791	Fbxo45	-0.9384253	2.3583115215046538e-12	0.042274598
3559	2510039O18Rik	-0.23110525	0.08475399166034542	0.18433735	Cant1	0.6186763	2.0541473770834516e-17	0.3017621	Nr1d2	-0.7705062	2.3583115215046538e-12	0.06472129
3560	Atp13a1	-0.28920436	0.08473243485378111	0.11686747	Bid	0.81241935	2.0534303425486616e-17	0.17198972	Smc5	-0.7671588	2.352709094147435e-12	0.06434718
3561	Krt10	-0.3066176	0.08472482700034467	0.10120482	Thumpd1	0.72694474	2.0672399745307802e-17	0.2017866	Orc2	-0.7123408	2.2844740346140458e-12	0.07931163
3562	Atp11a	-0.32455415	0.08467904906121439	0.090361446	Cptp	0.78918785	2.1709214532406124e-17	0.18618453	Coq2	-0.49010283	2.309581720426507e-12	0.17695473
3563	Sec16a	-0.34483334	0.08422572623905923	0.08313253	Cgrrf1	0.66093236	2.2423448951968407e-17	0.26639745	F2r	-0.41927457	2.2858211517133406e-12	0.2536476
3564	Arfip1	-0.25468543	0.08417680795387794	0.15421687	Agfg2	0.74564594	2.248088578735155e-17	0.20882282	Plekha7	-0.8565202	2.235580675745888e-12	0.05274972
3565	Dusp18	-0.27955836	0.08374863092565586	0.12891567	Tmem261	0.5841858	2.3401806675479587e-17	0.31393784	Pnpo	-0.761084	2.2366180079650193e-12	0.06808829
3566	Tet2	-0.367571	0.08362829451121657	0.06987952	Sri	0.29238796	2.4797532833278434e-17	0.8434288	Kat8	-0.89609283	2.211396686801729e-12	0.043771043
3567	Anapc5	-0.1442163	0.08362829451121657	0.4698795	Anln	0.9482485	2.3911105290521474e-17	0.12096182	Ctbp1	-0.30631804	2.230614002870246e-12	0.45679012
3568	Ttc19	-0.2842709	0.08354147455550538	0.119277105	Ndrg1	0.32446596	2.5744548802429108e-17	0.84820116	Fbxl19	-0.9478787	2.156557632647032e-12	0.03815937
3569	Nfyb	-0.26244304	0.08331814975296079	0.14457831	Phax	0.5038002	2.648843509719164e-17	0.41507587	Uhmk1	-0.65798724	2.156557632647032e-12	0.098391324
3570	Mex3d	-0.38719335	0.083157107562754	0.062650606	Ryk	0.61429846	2.7299066213832046e-17	0.2892193	Cdk9	-0.40869445	2.1613829468938143e-12	0.26337448
3571	Trp53inp1	-0.33443102	0.08292568445137488	0.08192771	Polr2g	0.3546137	2.841900627932831e-17	0.6921194	Snrnp35	-0.7948596	2.1055661817348045e-12	0.059857838
3572	Mnat1	-0.2568871	0.08290737848562692	0.15060242	Pgam1	0.29313907	2.831682287809094e-17	0.823605	Zfx	-0.6383535	2.108614340968755e-12	0.101384215
3573	Oraov1	-0.38084766	0.0827095904032499	0.063855425	Nampt	0.6311949	2.881242183531841e-17	0.28395742	Nudcd1	-0.76543844	2.096758377917908e-12	0.06546951
3574	Med9	-0.29813483	0.0826631282769069	0.10963856	Ypel5	0.47402886	2.92972651835547e-17	0.4608419	Tmem167b	-0.71414006	2.08853376049828e-12	0.07893752
3575	Mtf1	-0.37226182	0.08247380477359642	0.06626506	Myl6	0.21835129	3.094488892208078e-17	0.9884361	Fth1	-0.16910851	2.0888122874131807e-12	0.9749345
3576	Tssc4	-0.28579804	0.08234384514907048	0.12048193	Tgfb1	0.43540964	2.996755773128176e-17	0.53310084	Atf1	-0.48428667	2.059514724159205e-12	0.18406285
3577	Arpc2	-0.09020991	0.08231414964360834	0.8915663	Alad	0.47343683	3.0178868340075307e-17	0.4568037	Map4	-0.5907158	2.037323221987334e-12	0.12196034
3578	Dnmt3a	-0.31689462	0.08212257009514627	0.097590365	Smg1	0.6141694	3.16763269781891e-17	0.29386932	Sephs2	-0.53638124	1.997456807532067e-12	0.14927049
3579	Serf1	-0.19024603	0.08210872664062419	0.2819277	Nme7	0.73295426	3.208927629867246e-17	0.21659325	Ralgds	-0.5264734	1.8432745809412044e-12	0.16199027
3580	Spg21	-0.16255862	0.08192769939527336	0.38433734	Hebp1	0.7911503	3.2319021414875114e-17	0.18190162	Prkd3	-0.7408575	1.7094001789406663e-12	0.07295174
3581	Mphosph8	-0.22039019	0.08187075660146526	0.21204819	1190007I07Rik	0.6498523	3.294333884866785e-17	0.26884484	Mvd	-0.5824823	1.7195770589802592e-12	0.11896745
3582	Parp12	-0.45286968	0.08178589507447635	0.040963855	Dgat1	0.6950683	3.418091828990083e-17	0.25256976	Spats2	-0.6127112	1.6986875127012459e-12	0.110736996
3583	Ppm1m	-0.3759615	0.08175287318761376	0.0686747	Nit1	0.59911716	3.465465339584532e-17	0.30959374	Sash1	-0.79383415	1.662711682686898e-12	0.061354283
3584	Prpf31	-0.23334561	0.08175287318761376	0.18554217	Rreb1	0.6811001	3.632299324582866e-17	0.25373226	Ubn2	-0.44635844	1.692942034500984e-12	0.22633745
3585	Fem1b	-0.3361137	0.08170432027230544	0.08192771	Mrps30	0.5043582	3.761609468651963e-17	0.39531326	Ncmap	-0.5752526	1.6668854420245333e-12	0.12233446
3586	Ptprf	-0.21264723	0.08170432027230544	0.23012048	Mtif3	0.89047694	3.8954314514384705e-17	0.13895008	Mrfap1	-0.29455888	1.6812931390030609e-12	0.51290685
3587	Scnm1	-0.27376842	0.08169647902107334	0.13373494	Atxn7	0.7549791	3.9502633572840343e-17	0.19511747	Fam118b	-0.78620565	1.62975852320214e-12	0.06696595
3588	Ramp1	-0.17962983	0.08169647902107334	0.36385542	Gmpr2	0.7142979	4.209484160909436e-17	0.23757954	Hebp1	-0.7514757	1.5717289956208693e-12	0.06771418
3589	Ddx51	-0.43788028	0.08140401549044789	0.044578314	2010320M18Rik	0.6315023	4.3283720624926734e-17	0.28469163	Zfyve19	-0.6847232	1.5630770889975434e-12	0.09090909
3590	Entpd6	-0.44339603	0.0811083748508084	0.04698795	P4hb	0.2938413	4.46540452545235e-17	0.82960105	Tmem203	-0.68636173	1.5504871966655966e-12	0.08829031
3591	Aatf	-0.29667458	0.0810710762702918	0.10963856	Nfat5	0.41382793	4.4448753939715467e-17	0.58058006	Scamp1	-0.59055454	1.5630770889975434e-12	0.12495323
3592	D030056L22Rik	-0.19272579	0.08096796675133329	0.28433734	Leo1	0.55706245	4.516416969321809e-17	0.34202152	Bicd2	-0.6205571	1.5376630229751928e-12	0.109240554
3593	Polr2i	-0.17128378	0.08094770152724004	0.35301206	Fth1	0.17898937	4.620750286520477e-17	0.99938816	Gm561	-0.5991951	1.5374006294746655e-12	0.11747101
3594	Zdhhc12	-0.19865528	0.08092279510732224	0.2614458	Dock7	0.6636286	4.608965177422463e-17	0.26413363	Amot	-0.89538807	1.5098026159731601e-12	0.0456416
3595	Tcp11l2	-0.30782548	0.08092279510732224	0.10722891	Ppm1g	0.38081288	4.798050461625189e-17	0.62243026	Nup153	-0.6789048	1.5214723372470519e-12	0.08829031
3596	D5Ertd579e	-0.32142946	0.08040656579556092	0.09518072	Dmtf1	0.65152264	4.6969139044313443e-17	0.25122368	Abl2	-0.6222579	1.5020990966232907e-12	0.10811822
3597	Sestd1	-0.33533654	0.07982007819814817	0.08795181	Crlf1	0.46250552	4.9315908256270396e-17	0.46824524	Tceal8	-0.5892031	1.4502063950620667e-12	0.12196034
3598	Ak6	-0.17838162	0.07940417732465284	0.3180723	Atg4b	0.5919637	5.044357853542958e-17	0.30469897	Sft2d1	-0.41465536	1.4958545655586158e-12	0.26112983
3599	Tmem167b	-0.33616865	0.07923778401294937	0.08554217	Dok1	0.5096608	5.2104702549942515e-17	0.40589818	Puf60	-0.33514348	1.4958545655586158e-12	0.40254396
3600	Zswim4	-0.44867605	0.07913818718311379	0.045783132	R3hdm1	0.5066407	5.2437548740268475e-17	0.3948238	R3hdm1	-0.49074686	1.4406672306074014e-12	0.1855593
3601	Ppil3	-0.24434644	0.07884314573546224	0.17108434	Fam111a	0.90561795	5.094904487762468e-17	0.13478953	Mon2	-0.961114	1.4021211895124044e-12	0.040778153
3602	Swt1	-0.21776067	0.0787919879049037	0.22289157	Surf1	0.47995794	5.3679184392754187e-17	0.43967205	Arfip2	-0.5024647	1.401559184394412e-12	0.17471007
3603	Polr1c	-0.18629695	0.07876425105899523	0.29638556	Rnf170	1.010657	5.185875357281052e-17	0.118575625	Adh5	-0.3642583	1.3980200356289608e-12	0.33408156
3604	Rpl35a	-0.07461302	0.07871328219004652	0.9662651	Ect2	0.85096157	5.20563421311301e-17	0.14727117	Ebp	-0.45968074	1.381697731809098e-12	0.20426486
3605	Cnot11	-0.3452645	0.0786683970086987	0.07951807	Cdc23	0.9346881	5.367223367233152e-17	0.13166912	Fbxl15	-0.7621477	1.3453687295640276e-12	0.07033296
3606	Nop10	-0.1159405	0.07846557916581973	0.7120482	Gprc5b	0.9485998	5.6210944315198e-17	0.117351934	Pnp	-0.45043617	1.3135974730183147e-12	0.22147399
3607	Exoc6	-0.44063982	0.07836012524668902	0.045783132	Ppp1r15a	0.36578348	5.905191489192103e-17	0.6867352	Actr6	-0.9140063	1.267839947336579e-12	0.046015713
3608	Trrap	-0.30727765	0.07768556932097913	0.104819275	Ddx56	0.5700306	5.904909821813114e-17	0.32960108	Hnrnpul1	-0.5099633	1.2802468717170839e-12	0.17022073
3609	Rhbdd2	-0.44905522	0.0775089789798693	0.044578314	Ppp1r12a	0.4866751	6.304646683295025e-17	0.4229687	Zfp618	-0.7073821	1.2734089347584935e-12	0.077441074
3610	Wbp11	-0.21266478	0.07743844974696384	0.22891566	Hint3	0.79494137	6.522653689553981e-17	0.19138522	Zbtb11	-0.678264	1.2486301636870084e-12	0.09315376
3611	Gm10273	-0.41445935	0.07717954183650458	0.055421688	Cops8	0.40605092	6.683878385369886e-17	0.54698974	Hgfac	-0.6997268	1.2498812152403662e-12	0.078563415
3612	Suz12	-0.2790203	0.07713339024707377	0.13253012	Tmem230	0.529612	6.730749772314276e-17	0.37230787	Trim37	-0.96909326	1.2296470984515458e-12	0.038907595
3613	Pold4	-0.22697723	0.07699327923115962	0.20481928	Hspa1b	0.8595255	6.570569230408207e-17	0.15283896	Ptpn13	-0.6398329	1.2371771331839426e-12	0.09876543
3614	Aig1	-0.15931359	0.07699327923115962	0.42409638	Stip1	0.37783062	7.028636764869679e-17	0.6151493	Rnmt	-0.5039002	1.2169620876132544e-12	0.17471007
3615	Rnpc3	-0.35880178	0.07699327923115962	0.0746988	Mettl6	0.7135559	7.465386276183586e-17	0.22779001	Tmem184a	-0.62176317	1.213502709130252e-12	0.104377106
3616	Nif3l1	-0.39843467	0.07690803128935948	0.060240965	Fcmr	0.8735935	7.794743520319418e-17	0.16073176	Itch	-0.6181358	1.2097136414459914e-12	0.11111111
3617	Snx9	-0.28683177	0.07651736982714517	0.12771085	Ahcyl2	0.4376706	8.074660183173183e-17	0.5077704	Bloc1s2	-0.5294151	1.193994315924513e-12	0.15862326
3618	Pwwp2a	-0.35073048	0.0764496047601649	0.08072289	Itch	0.6272918	8.181032717592696e-17	0.29105482	Pgap1	-0.59998477	1.1796946971617354e-12	0.11560045
3619	2410002F23Rik	-0.3414344	0.07644808448542657	0.08554217	Ldhd	0.92292625	8.065982666473388e-17	0.13338228	Plxnb1	-0.9556823	1.1036555653089745e-12	0.037785262
3620	Ctu2	-0.32085955	0.07607664527300524	0.09518072	Itpk1	0.8113029	8.397113566813692e-17	0.1858786	Fxr1	-0.42738646	1.1280382273395385e-12	0.24691358
3621	Trim44	-0.29461688	0.07607664527300524	0.119277105	Crcp	0.6579471	8.5982652980061e-17	0.25208026	Polr2d	-0.71740526	1.1020288928941767e-12	0.08230453
3622	Esrra	-0.25947988	0.07606131213029499	0.15060242	Cbwd1	0.9044702	8.635275587863532e-17	0.14017376	2310035C23Rik	-0.66443104	1.0930514304306753e-12	0.0976431
3623	Aard	-0.55894417	0.0759927601976917	0.026506023	Tomm6	0.82541025	8.843132313088978e-17	0.17663975	Stub1	-0.29897535	1.0856906579018136e-12	0.5013094
3624	Gnptg	-0.35479656	0.07598021620725684	0.078313254	Cep250	0.9845581	9.383051226210268e-17	0.12714146	Ppp1r10	-0.49533066	1.0595674975482725e-12	0.18331462
3625	Pip5k1c	-0.43984225	0.07580516730084398	0.04939759	Clock	0.5758494	9.986883937607663e-17	0.32868332	Lactb2	-0.7541982	1.0337535469718357e-12	0.07519641
3626	Sh3bgrl2	-0.22925219	0.07575361879697551	0.2	Cdca7l	0.9755914	1.0349732774470679e-16	0.11594469	Ppp1r35	-0.5039363	1.0496990020533701e-12	0.17732884
3627	Setd8	-0.1729823	0.07574953707944176	0.35301206	Secisbp2l	0.6757709	1.063455099102481e-16	0.24639012	Gpx3	-0.7172552	1.0419610016913946e-12	0.09352787
3628	Cap1	-0.267346	0.07546807185423496	0.13975903	Cwc27	0.76473874	1.0523684213295371e-16	0.17786343	Gapvd1	-0.5527107	1.037119544392652e-12	0.14141414
3629	Prmt5	-0.26592913	0.07492745567387545	0.14096385	Cyld	0.78544736	1.0783000882279313e-16	0.18642928	Tmem38b	-0.68834704	1.0107460499003965e-12	0.09277965
3630	C330007P06Rik	-0.32127163	0.07487182737235176	0.097590365	Spry4	0.8124973	1.0783000882279313e-16	0.17480421	Amn1	-0.6149451	1.0029192413509277e-12	0.11447811
3631	Krtcap2	-0.12733454	0.07484817492293278	0.61445785	Nsmce4a	0.43049547	1.1339486909151264e-16	0.5008566	Trim35	-0.57917124	9.822739571035521e-13	0.13093902
3632	Srsf10	-0.18532284	0.07461727922629435	0.30963856	Ptpn9	0.7084977	1.1755907332934737e-16	0.21842878	Ndel1	-0.437732	9.832704936868192e-13	0.23905724
3633	Ctcf	-0.22297505	0.07461727922629435	0.21686748	0610012G03Rik	0.342904	1.2151696398172484e-16	0.70496815	Apobec3	-0.43656787	9.654367580251035e-13	0.22970445
3634	Kat2a	-0.3049437	0.07432194952392318	0.106024094	Brms1	0.57201546	1.2077167404193216e-16	0.33382282	Sf3a1	-0.60098845	9.321220904088326e-13	0.12083801
3635	Ccdc117	-0.43451032	0.07426779133597314	0.055421688	Parp12	0.9060454	1.1520029011005034e-16	0.11147822	Atp13a2	-0.82862264	9.229397732399373e-13	0.060606062
3636	Papd5	-0.37536588	0.07426779133597314	0.06987952	Cdk1	0.6180978	1.2288722860926647e-16	0.27918503	Cdc14a	-0.96046513	9.157983700866466e-13	0.040029928
3637	Magi1	-0.33016777	0.07424133968331771	0.090361446	Vwa9	0.78434455	1.2347353860593816e-16	0.16605482	Glmn	-0.8122317	9.057399236310701e-13	0.057613168
3638	Top3b	-0.36001617	0.07413185254397724	0.0746988	Nfkbib	0.4364742	1.293109114356891e-16	0.5190896	Ap3m1	-0.68612766	8.821366838349408e-13	0.09053498
3639	Denr	-0.14187914	0.07413185254397724	0.52048194	Nxf1	0.36631778	1.3145036527186815e-16	0.639929	Tesk1	-0.7633837	8.578920639654202e-13	0.069210626
3640	Prkca	-0.39858824	0.07413185254397724	0.061445784	Ift172	0.7550298	1.3417531002463894e-16	0.20429516	Podxl	-0.73885036	8.527456689768238e-13	0.06584362
3641	Homer3	-0.3469879	0.07393970810507645	0.08313253	Mthfs	0.6328471	1.35566339369276e-16	0.26872247	Abcb7	-0.9469287	7.571418150606186e-13	0.041152265
3642	Edc3	-0.39378217	0.07393144257310523	0.061445784	Plbd2	0.62362075	1.3681338780626443e-16	0.2753304	Slc16a3	-0.48274815	7.545903490232492e-13	0.1889263
3643	Anxa2	-0.086038254	0.07390875467523654	0.9819277	Tlcd2	0.5907304	1.3777608822945022e-16	0.3038424	Wdr1	-0.31106886	7.612566648271952e-13	0.4725028
3644	Pcyox1	-0.3011595	0.07337327308496153	0.10843374	Acot8	0.65160424	1.4075396016060103e-16	0.2654185	Smim4	-0.68691534	7.417868374946171e-13	0.09277965
3645	Plbd2	-0.29535985	0.07327201532436253	0.118072286	Anapc10	0.6519376	1.4260139671794335e-16	0.2532428	Ftsj1	-0.8273853	7.368802248527677e-13	0.06098017
3646	BC005561	-0.25365204	0.07326217988287412	0.16746987	Rhog	0.60923815	1.4515032316040326e-16	0.29533774	Rmdn3	-0.670247	7.368802248527677e-13	0.0976431
3647	N4bp2l2	-0.19068684	0.07320649581476446	0.30361447	Rnpepl1	0.5796518	1.5603676676238957e-16	0.31981155	Dgat1	-0.6836685	7.260548706266717e-13	0.09016087
3648	Dtymk	-0.17225793	0.07317556466330172	0.3566265	Gcdh	0.6641726	1.5724348877001558e-16	0.24547234	Cbl	-0.5956646	7.235925426487441e-13	0.12532735
3649	Kdsr	-0.20992665	0.0730809020555816	0.24216868	Mageh1	0.90699935	1.5542884692017395e-16	0.12769212	B4galt7	-0.792146	6.958625314583125e-13	0.062476616
3650	Rbm25	-0.13856441	0.07303046164795313	0.55421686	Ppp1r9a	0.907781	1.6402233557049232e-16	0.14084679	Ring1	-0.75567317	6.91135841435843e-13	0.071081184
3651	Slc35e1	-0.4189459	0.07262677342829488	0.05421687	Plcd3	0.70573705	1.676518170472908e-16	0.20961821	Gtf2h5	-0.30197987	7.070597022326736e-13	0.5080434
3652	Vps37a	-0.25127986	0.07241117993942497	0.16987951	Grb2	0.40290046	1.7988354542206147e-16	0.56968915	Shroom3	-0.5454629	6.946985652708027e-13	0.14478114
3653	Smad1	-0.23342676	0.07191557839631195	0.20240964	Gm9843	0.19485845	1.8906853958916908e-16	0.9902105	Tnrc18	-0.73063576	6.816159347553251e-13	0.077441074
3654	Gcat	-0.34190348	0.07168503058533661	0.08795181	Dnajc24	0.5890728	1.843369806299192e-16	0.29325747	Timmdc1	-0.9249718	6.721677989676703e-13	0.04526749
3655	Ric8	-0.25491187	0.07137590825698761	0.16024096	Btbd9	0.76363707	1.8297518666999644e-16	0.1863681	Dyrk1a	-0.74822414	6.637630205592163e-13	0.07631874
3656	Thoc6	-0.3147599	0.0713739358975778	0.104819275	Akap9	0.40097803	1.9077307134458758e-16	0.5798458	Bod1l	-0.43247837	6.541986173928223e-13	0.2502806
3657	Polr1d	-0.11519209	0.07131890431468656	0.72409636	Nol11	0.7396723	1.8684968897772785e-16	0.18679638	Ints4	-0.9170694	6.297340042621236e-13	0.046389826
3658	Cep70	-0.48262015	0.07125685865508768	0.038554218	Ssrp1	0.35298854	1.9547534227647483e-16	0.66317916	Dgcr2	-0.577585	6.324493758956462e-13	0.13580246
3659	Rhoa	-0.10267031	0.07115701161399328	0.83253014	Slc25a39	0.44720748	1.9671425784895313e-16	0.4670827	Gtf3c2	-0.5911324	6.271728950773947e-13	0.12794612
3660	Kpnb1	-0.24001972	0.07106052305719353	0.19156626	Usp16	0.5457651	2.0278207676730105e-16	0.34765053	Rab1b	-0.5655851	6.160259497256344e-13	0.13468014
3661	Slc35a2	-0.29624814	0.07078283108099549	0.12048193	Slc17a5	0.84213996	1.9866774618112336e-16	0.14304943	Mnt	-0.9610851	5.873770953197885e-13	0.039655816
3662	Fam114a2	-0.19874945	0.07052051244330203	0.28313252	Dxo	0.6625229	2.1374636891607722e-16	0.24749143	Ubfd1	-0.5085696	5.994685675810962e-13	0.17807707
3663	Mthfsd	-0.30807927	0.07019968098090319	0.11325301	Eif5b	0.2611992	2.2982394595904866e-16	0.9168502	Vsig10	-1.0173756	5.786022818684139e-13	0.034044147
3664	Ppp1r12a	-0.22614242	0.06995206151416454	0.2180723	Ubxn6	0.40263638	2.3157225911349796e-16	0.5695668	Aga	-0.58948225	5.485411207288336e-13	0.1271979
3665	Adpgk	-0.42034587	0.06990778648769741	0.059036143	Setx	0.8156518	2.2925045101879e-16	0.16795154	Malsu1	-0.4617496	5.357073950719002e-13	0.21436588
3666	Mtfr1	-0.21126796	0.06980449311580633	0.24457832	Dbndd2	0.40180576	2.386865743933091e-16	0.57293195	Epc2	-0.5686146	5.319669422648118e-13	0.13804714
3667	Appl2	-0.2654469	0.06950202778290615	0.15060242	Sdccag3	0.47306356	2.6035077284707187e-16	0.43055555	Foxp4	-0.5156673	5.338585060369528e-13	0.17022073
3668	Lockd	-0.39519826	0.06927355459597505	0.06626506	Hgfac	0.70951873	2.584767739321593e-16	0.22454724	Fam101b	-0.75410074	5.249398947558149e-13	0.07295174
3669	Opa3	-0.28736767	0.06908882320590241	0.13493976	Rbms2	0.5325041	2.69186902602726e-16	0.34428537	Cab39	-0.45395774	5.292216705031651e-13	0.22371867
3670	Lsm14b	-0.3735122	0.06839705628723065	0.0746988	Cep70	0.9658351	2.695015847899065e-16	0.13044542	Eef2	-0.18338495	5.326215826975855e-13	0.93228585
3671	Brd9	-0.3393923	0.06838779011087362	0.09277108	Bola2	0.30112782	2.8570178518195285e-16	0.79772395	Phyh	-0.75081253	5.109298900076586e-13	0.07669286
3672	Ubp1	-0.30481485	0.06838779011087362	0.11566265	Naa38	0.33299273	2.877355796005183e-16	0.7072932	Otud5	-0.59184825	5.047974879960256e-13	0.12944257
3673	Aimp1	-0.15513285	0.06837308572014383	0.4554217	Idh3b	0.35937047	2.8906351983219333e-16	0.655837	Foxj3	-0.8958996	4.921334179775621e-13	0.04751216
3674	Ddx50	-0.28390968	0.06834213897151024	0.13373494	Vrk3	0.46940336	3.0784202659575637e-16	0.46212676	H6pd	-0.7938837	4.839400282464124e-13	0.06696595
3675	Wwc1	-0.27848977	0.06823401198746944	0.14698794	Mccc2	0.74084985	3.015453403537586e-16	0.18422663	Nudt1	-0.57240933	4.880990539571361e-13	0.13804714
3676	Arhgap17	-0.37182096	0.06821790239068092	0.077108435	Tmem184a	0.61811554	3.132163583439717e-16	0.27912384	Aftph	-0.6397883	4.789709007517469e-13	0.108866446
3677	Taf3	-0.28482	0.06817713798234284	0.1313253	Txndc11	0.66349345	3.216421433352481e-16	0.21946892	Rexo4	-0.6164684	4.597876758555452e-13	0.11597456
3678	Bdp1	-0.30014828	0.06817687224730984	0.12289157	Ring1	0.75309086	3.254583274316109e-16	0.19725893	Ubp1	-0.64603066	4.573283233922098e-13	0.10549944
3679	Inadl	-0.34644637	0.06817687224730984	0.08915663	Traf3ip2	0.8069245	3.2684092036702344e-16	0.1685022	Man2c1	-0.98267233	4.335343962205108e-13	0.03815937
3680	Rnf111	-0.313385	0.06812463139530739	0.10963856	Lama5	0.4830056	3.4024580856537546e-16	0.44156876	N4bp1	-0.62541246	4.3758702585715345e-13	0.115226336
3681	Ank3	-0.42296952	0.06811119346353198	0.055421688	Lrrc16a	0.7091784	3.375358214500794e-16	0.21579784	Ncbp1	-0.69860476	4.307202572975833e-13	0.092405535
3682	4930453N24Rik	-0.29803193	0.06810370551702362	0.12048193	Tusc2	0.5352317	3.6284066695663944e-16	0.3556045	Mbnl2	-0.37563053	4.3374201170978294e-13	0.335578
3683	Prrc2b	-0.27396762	0.06788099013303975	0.14337349	Top3b	0.733044	3.644851171902385e-16	0.19970632	Fam171a1	-0.9426662	4.041068968003104e-13	0.043771043
3684	Rprd2	-0.37154183	0.0676248340443052	0.07590362	Rnf111	0.64906746	3.6802526464807983e-16	0.25538424	mt-Nd5	-0.38815987	4.11493117558768e-13	0.3161242
3685	Tbl1x	-0.18863551	0.06757528417674112	0.30843374	Rab3a	0.777964	3.6199437886939236e-16	0.16642193	Apbb2	-0.51473206	4.0668634402579003e-13	0.16685373
